32 0.126000 0.133000 
64 0.390000 0.470000 
128 1.639000 1.901000 
200 4.705000 6.015000 
256 9.258000 11.755000 
512 58.878000 77.424000 
600 86.916000 120.637000 
1000 456.046000 629.516000 
2000 5149.372000 6438.432000 
4000 44138.940000 53151.423000 
