32 723.0984 750.0697 
64 729.9576 788.6208 
128 1027.4827 1179.5069 
200 3053.2598 3266.0232 
256 9677.5793 10007.2885 
512 30433.7245 28865.4639 
600 36144.7814 32042.9440 
1000 39920.5803 32466.1198 
2000 33642.1361 28152.7426 
4000 31684.0174 27006.6260 
